"caminho","bytes","classificacao","justificativa","sha256"
"claude-cookbooks-main/managed_agents/README.md","5631","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9ea42ba5cf0a42ea0580cbbeef304f833f7a7a6483351e7f6e20d2f211d09755"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/.gitignore","59","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","230961a6339596a0ce1bd7f722abca10514f1767b6c8fba0d12ba37184c9f04f"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/.npmrc","37","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3a951f66e7e0f3e2dd1832473a871357c4a507b51100636b73bcf6ff0dd78b6c"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/container/Dockerfile","685","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1c27a752fa42e655f19e081388e1029e1fb96a4f2f46da9baf93b2690cd597cb"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/package.json","453","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a979e208206f6446a6fce8cd41c1f7a4aac1dfebd79058b45df90db7ab3180c5"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/README.md","1447","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","75843b9323a7dc3c4a83520d83bb44e1402e849cecc6f0843b45579e44d021b4"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/src/container.ts","4204","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","e2e212ab274b1569986358557ace2d5e77b42d66e23df1ef4ce4012b7c82fb30"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/src/index.ts","5805","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","c844bf8c197df140207beff6b4c5a844bad7d0010d89ee371e4c360d05488952"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/tsconfig.json","268","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f63c970d198b0e830cbd5fcc8145df972103fb7cd2065976abc17ceb6ecac064"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf/wrangler.toml","873","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f8606bc21f238de07667e2bae5c598bed5eaa29b0ddeba8a1c2bee655f665745"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/.gitignore","59","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","230961a6339596a0ce1bd7f722abca10514f1767b6c8fba0d12ba37184c9f04f"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/.npmrc","37","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3a951f66e7e0f3e2dd1832473a871357c4a507b51100636b73bcf6ff0dd78b6c"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/package.json","440","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","66178572bf8ecfc6004167024f627d938b4f314a7e71170e9c1faed9763e3bf3"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/README.md","1368","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","83502af15f9649f709fd9510dbc6a458b892dbada36be587ead0f52a3472c326"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/src/index.ts","5806","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","df922698268481bd3ecaf7d1ac3da5690bbfe6f8fc676993ea75cf598946a8f6"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/src/runner.ts","5040","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","7f99b35ec1e862be218b1b49acb7bf8a1ffc0b8381a3795ffe2452651676f55b"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/src/tools.ts","3232","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","70e1ccac0f4d9004dd2e5c484add0123a94e22504c43527217e8230567abb61e"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/tsconfig.json","268","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f63c970d198b0e830cbd5fcc8145df972103fb7cd2065976abc17ceb6ecac064"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/cf-worker/wrangler.toml","583","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","8805c784fbcd987eb9c6b0fb59387dc4cc0ec8ecfbf47d4c126218873642cfb1"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/daytona/daytona_webhook.py","7508","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","31bc1542c053815f99492350f8498d7d6136a6e37b5eb2b6131dbb8ce328747e"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/daytona/README.md","1807","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","686c41f8da226df4704d370bfaaaad929700d6f898cd9dc6351699fbf4771c13"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/docker/Dockerfile","1155","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1bece8acdc286496d6815366ad4c2a4a9c3a83b7fee56b2035f9d29fa0285767"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/docker/on-work.sh","2559","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f28f19eb0917ebda4d3a97269c29fb7849e1aab5797ce02ddf44d0e575564091"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/docker/README.md","3365","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a6106beef64e3deaffcc839f41cfc8d72f3d7de631e162802d9ca7948002ce8d"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/docker/start.sh","1991","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","444051b56b203307f3cca841fd3627f242ebd142359bcaf49b56e5622c398599"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/docs/upgrade-guide.md","16259","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","d2de53dbdf984a7526436d60395f104e57d4811ed3a9753ed6a5a494e686202a"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/docs/usage-guide.md","9474","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","0809b962234d8325bf99d90798cff503e0acfbfbe806cc86ee903d94f1d9bbb9"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/modal/modal_sandbox_webhook.py","10145","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","2c6a7ba471c2f28563e45f7cd34d6596e061c9c044ce7e5f646e3b933ef5769e"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/modal/README.md","3218","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","0db0a2e7bdcfa6ca1137d9da9720c72c2705966eba5752c569752e6eb846891f"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/modal/sandbox_runner.py","2639","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","0a52f259791b58d14d71e83f0ef50e9390d75afba500c9bb4c954a1816a28650"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/README.md","1881","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","6e071e15b2c5a788aeab8c78b0b78a38fcd4f12efa012efbc6c02fe012febbb0"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/.env.example","388","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","8ef0979e8b5db25fcc8a4f20cd4f4420b57330c424df7da30c74f83e0a1304fd"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/.gitignore","77","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","829f67c4effcba581c9b0bed7d78418437ce9dac430de010e5933cd65077bd56"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/.npmrc","37","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3a951f66e7e0f3e2dd1832473a871357c4a507b51100636b73bcf6ff0dd78b6c"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/api/webhook.ts","13815","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","318a1d70063a469d651e7ff527c7177ec7de330889d62a5e6670bdf550e04548"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/package.json","449","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","2735dde88c936bf397c2ed429ab856a346e23097927ea0fdc71fda1aec1e1001"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/README.md","4481","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","86acc550d66803727c642a58fee726cf2775768571907660ae3eddb7dbaf110b"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/runner/runner.mjs","2725","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","23acf9190b08fdbe4d08e083ff8e1611e5f2cc96037bf90628ac3a4818b0d0c2"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/tsconfig.json","278","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","29652e69e6c72d6cefd34ec4af7cd2a41293df67c5dab95f427dd18b95f96a07"
"claude-cookbooks-main/managed_agents/self_hosted_sandboxes/vercel/vercel.json","168","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","7862cbed6490926653643cd9fe5035a947b13c9a934ebd074370f868b707c5d7"
"claude-cookbooks-main/managed_agents/sentry/.env.example","859","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","86b5492716762b9a509d70ad119df545f77177f88c74647c64cfd9580dec4b42"
"claude-cookbooks-main/managed_agents/sentry/.gitignore","56","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","8e5b4c44ae8d8c1fe75e8230c4dc6e006559bc3f2f9b7b4e2de32df965e03d1d"
"claude-cookbooks-main/managed_agents/sentry/agent_config.py","2128","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","77313ec2856b1cd58c28c9755b332cee82e021e3dd91ff835c4f8bcbf428b2da"
"claude-cookbooks-main/managed_agents/sentry/CLAUDE.md","1894","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","cc63279af9b3a0c1aaeff68520904e2aa773bad8e9d1330b63862efc357bec61"
"claude-cookbooks-main/managed_agents/sentry/cma.py","2610","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","dbca0964c8a1a0ae90eb8be5a864bade82b8095b5a3852fddea1037ac430a79e"
"claude-cookbooks-main/managed_agents/sentry/deploy.py","1621","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","23d009401c3ce017014ec8aeb25b984c917bd9da901e4cb4bae6cc5a19245de7"
"claude-cookbooks-main/managed_agents/sentry/pyproject.toml","222","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","e3e700682ca9c37d24f6f777991179fe8cec8b2e811510e78c375d64b2cf1767"
"claude-cookbooks-main/managed_agents/sentry/README.md","2227","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","42c0ae45053bdd6e7ab38476e5948b40093bdf4444638a1dadb53e8fbe022dd4"
"claude-cookbooks-main/managed_agents/sentry/run_now.py","1622","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","430b63572ac5688dcd3c85dd9fa0c93c58751a482bf383b078ee6fbb2db5c506"
"claude-cookbooks-main/managed_agents/sentry/runs.py","920","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","6d2d47cf046eacc9eed9514eef6657c6b076a31fd1e35e25bbe2835fe90989bf"
"claude-cookbooks-main/managed_agents/sentry/setup_agent.py","2458","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ad7f76e43af47702bb69c6b06ced55faa18000e9b82c88931469a4e759ef826e"
"claude-cookbooks-main/managed_agents/sentry/skill.md","8970","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a46bd3705236ee9049608a0e49519c9ab53254b94de04d695c6cf66e69ca1147"
"claude-cookbooks-main/managed_agents/sentry/teardown.py","900","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","8d227ad341afac40e21f69327570811e870b7279bb2a6fc68d9670fff28d24c9"
"claude-cookbooks-main/managed_agents/sentry/update_agent.py","1385","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","86e893cb1a1077cd275ec83f0daf972ffb99feab99be2b7c13f2d9b8b907590e"
"claude-cookbooks-main/managed_agents/slack/.env.example","540","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","b19490540d5ddc75f1e9ff83d7e72e609e7fe3290dd62252e1b5a34c3c8be654"
"claude-cookbooks-main/managed_agents/slack/.gitignore","39","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ff8bc59717677cbeae0a2a54ffcfb833ad999fdcdac05ae180070cc0758bc1ca"
"claude-cookbooks-main/managed_agents/slack/CLAUDE.md","1856","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","2a28d113b45859782ebb1aad615552bd565bb5cb7ed33045a96987340029424b"
"claude-cookbooks-main/managed_agents/slack/package.json","409","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ed64583d83ab68169127ea99dba5f779bac263ecba583e0d96e005b00de22485"
"claude-cookbooks-main/managed_agents/slack/README.md","1483","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","4e399e970e24df99d5c865a39c259696a7189ef742d5f51e1c8413b0a3ec665d"
"claude-cookbooks-main/managed_agents/slack/setup/create-agent.ts","878","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3d6b536950eb4cb36067a42b85fc92148a6736a8bd7034fce2bcb9898912df85"
"claude-cookbooks-main/managed_agents/slack/skill.md","7644","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","4f62b0d7241a1d1561c99acaccd0a87c5e5c325086076cca01ea09574eb12ac3"
"claude-cookbooks-main/managed_agents/slack/src/agent.ts","1313","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","4ec60a821746ec278d3ca04def9c49328e45a911c371c744b61599337e917626"
"claude-cookbooks-main/managed_agents/slack/src/cma-webhook.ts","2705","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","c64e00dd2573b7ac780bac9add7782054e6f237685943eba6e5549563b1516b8"
"claude-cookbooks-main/managed_agents/slack/src/main.ts","1222","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","94a91d359a5dbfc3129cbe240a44da69d03199d07dfdb26478d514e24cf0ecff"
"claude-cookbooks-main/managed_agents/slack/src/slack-events.ts","2844","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a287a4727eeca07d8b6d15fc9729e2d69cb4ff9c7aab2074b3f9b01744a52a0b"
"claude-cookbooks-main/managed_agents/slack/tsconfig.json","187","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","42c18fbc0f6669e695035a6f99eeb65a47b634152e05ea40dd0d376dd80a97a4"
"claude-cookbooks-main/managed_agents/slack_data_bot.ipynb","16064","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ba89d44ec963226eb09ab6145e4fa997b339bdf33a5613308d2620762cee0624"
"claude-cookbooks-main/managed_agents/sre_incident_responder.ipynb","37001","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","d47af79826c1c84ec7e6be4ea6762e3c2dd5b278c688b8c7529abd1985013955"
"claude-cookbooks-main/managed_agents/utilities.py","4986","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","09db2e24b22ae88bf59498fa9a8207c9e046edb9cb01a22ae23e6a22227542ad"
"claude-cookbooks-main/misc/batch_processing.ipynb","21416","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1aa52f75c44332dc3e833f683d053ce39645761b7ac6031619063847cce40ea5"
"claude-cookbooks-main/misc/building_evals.ipynb","20727","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","78c688b4d3dc69ba1c9916feca314e465e62dfc53d6aa91aa7da496d20225a0a"
"claude-cookbooks-main/misc/building_moderation_filter.ipynb","14083","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","dee9c7c3b619fee1ad28c9c908b80bff1df8669d163b1a006f3af741d234ee04"
"claude-cookbooks-main/misc/data/Amazon-com-Inc-2023-Shareholder-Letter.pdf","101160","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","4fcd9b4826e2157c83cc98d8264aa91a857a243e45989aff810da99716be271c"
"claude-cookbooks-main/misc/data/Amazon-com-Inc-2023-Shareholder-Letter-highlighted.pdf","107959","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a096c9411a54a35a24195c201e181d4ba64f60b04446f4aa3b9720c590848a55"
"claude-cookbooks-main/misc/data/Constitutional AI.pdf","2088111","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9a456a07ad346e3372f9867d346f69f5b0f68b4c65f060aca0b8a13fa9d98e83"
"claude-cookbooks-main/misc/data/help_center_articles/0.txt","545","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","c09bb322bf986228a6fb5e8153997fe347059446b5e09e5bddec0d6a4fa7264a"
"claude-cookbooks-main/misc/data/help_center_articles/1.txt","530","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ce1eb8e027cfb93c5bbcad30e62e457282d9df1095fa47527c2b9818606c357e"
"claude-cookbooks-main/misc/data/help_center_articles/2.txt","527","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","d094cf22cc1596952d458eb40018d3a9686af85f41a7e8cea1ddf897aa4b74b0"
"claude-cookbooks-main/misc/data/help_center_articles/3.txt","559","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a45003ce3649af351c23090b0b0fba1a4e01ad78a786f4ec387e423ad668cdc0"
"claude-cookbooks-main/misc/data/help_center_articles/4.txt","535","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","47a5a43c7bdd7150113e568c114e23b86bc0dd841f30e55bbc7dfb557544c9a3"
"claude-cookbooks-main/misc/data/help_center_articles/5.txt","497","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","fcfe3125782ab69a20946a291aa3bbeedecae31f1ad2c47dc080cef64a5d14b7"
"claude-cookbooks-main/misc/data/help_center_articles/6.txt","570","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","87c442dac152675fc08744194bb86ce308222776b1193db0dd25f0930910ef12"
"claude-cookbooks-main/misc/data/help_center_articles/7.txt","597","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","52da0a4ac7b8ac24b8dc3b9803a29007272056eca98a919bba25a78e1a026a6c"
"claude-cookbooks-main/misc/data/help_center_articles/8.txt","598","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","8306c7487b2b4e0bb28c269a29b9ec29772325e6e047a26160b6f580290af3b9"
"claude-cookbooks-main/misc/data/help_center_articles/9.txt","611","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","da0cbab904b0878a58d35f4758750d39744e2acca9fce1a31283f899545c6323"
"claude-cookbooks-main/misc/generate_test_cases.ipynb","29984","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","31b47a2a602a066136f039de80b36df90244108691ce09ce93fb73d6408ca2c4"
"claude-cookbooks-main/misc/how_to_enable_json_mode.ipynb","15451","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","803399b05fec02400c280254f9200ceb31c086ec145587c7d49c43edfe504e93"
"claude-cookbooks-main/misc/how_to_make_sql_queries.ipynb","6333","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9edc024f22ed73345a86e895f41f000860ba2873c563212826c1a7da4b17f5cc"
"claude-cookbooks-main/misc/metaprompt.ipynb","45516","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a324555f7443f50dce35c0e70ea772f532a2cad6c52088cc26875b81cb2bdddc"
"claude-cookbooks-main/misc/pdf_upload_summarization.ipynb","8478","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","0c739f4204ca78fe099f4924cdda9dba046e8b11d22d24fdde84fdd1a2f81f90"
"claude-cookbooks-main/misc/prompt_caching.ipynb","22917","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","69bc116de8d9d763e63fd010d0b317dbfa056f5343c408bc65f8abb632e5a535"
"claude-cookbooks-main/misc/read_web_pages_with_haiku.ipynb","4439","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","00901adf4a97a75cb37a2b5ee2bd9bea1eee87066e5eebdb276372a930097dfd"
"claude-cookbooks-main/misc/sampling_past_max_tokens.ipynb","40999","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","eaf0e2fec3d86d65a7a0a98d0fd337cd4c5eaba7bb8e76e63b7f6eec7a887c54"
"claude-cookbooks-main/misc/session_memory_compaction.ipynb","86680","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a18f8e532f1430469f9941b24958c265ec7c982b0c34c35f1e0d847123e424f6"
"claude-cookbooks-main/misc/speculative_prompt_caching.ipynb","16740","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3baec0f15bc9226ae28455809c6f4f6e5684487cb4d1d06dee26443190b5ccc9"
"claude-cookbooks-main/misc/using_citations.ipynb","46081","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","be707bddd51845c4361466746dea9c11bf596d8ec8c798dd6c5d5c35db84c722"
"claude-cookbooks-main/multimodal/best_practices_for_vision.ipynb","4458259","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","6fd949b907108eac3967563e4d4f6c7394f0201b61f9b01860db9649572b947a"
"claude-cookbooks-main/multimodal/crop_tool.ipynb","166103","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","c24881bf7ab86886ef1b2bf6d92ac8e85a0ca8c05b2d3212e906ab2ff1bcb7be"
"claude-cookbooks-main/multimodal/documents/constitutional-ai-paper.pdf","2088111","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9a456a07ad346e3372f9867d346f69f5b0f68b4c65f060aca0b8a13fa9d98e83"
"claude-cookbooks-main/multimodal/documents/cvna_2021_annual_report.pdf","103928","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1089a5613ba3e4e9b8ff28e04718ac3684b99940e4ce0c48f2371a8a1c8cd5e9"
"claude-cookbooks-main/multimodal/documents/twilio_q4_2023.pdf","2442472","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","5600d20f0713a155f3ed0ffd57bcc0ef5a052c9712c9b7041372290d64f2bfc2"
"claude-cookbooks-main/multimodal/getting_started_with_vision.ipynb","1495813","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","19ee61bfbb2f24ae24f9800012e095855a867a38b51d4def7c6de6dbc10ea1bd"
"claude-cookbooks-main/multimodal/how_to_transcribe_text.ipynb","3712570","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","e59fc67e41618a390cd96a6c8cd57f06b80372af4fbd01603f9fcdcb4bfa0cdc"
"claude-cookbooks-main/multimodal/reading_charts_graphs_powerpoints.ipynb","18438","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f9401d29816a88ad088993cea6f6a8fed36e3b264f9572d1e84870f891fdfcb5"
"claude-cookbooks-main/multimodal/using_sub_agents.ipynb","19778","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","88ec8f460d13b2989bfeb389723265d5669e99713e84104f9bd06fba390675ee"
"claude-cookbooks-main/observability/usage_cost_api.ipynb","32881","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f7bcef066921a3c49501dfccc2706869c6f17b56a924ab2e49e78de40a2bdc30"
"claude-cookbooks-main/patterns/agents/async_multi_agent_orchestration.ipynb","23433","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","e1565a70477a9759b485667ed821c14f9148de575536ef321a9b3b02f7437eb2"
"claude-cookbooks-main/patterns/agents/basic_workflows.ipynb","32982","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","afa06eb29b3409f66069510dbdfbb8c97f52e8860e74eba93f95d6fb29faa56a"
"claude-cookbooks-main/patterns/agents/evaluator_optimizer.ipynb","10815","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3d50881c3d7974ae30c27535f4ea0b344740c7b4c3efbd2acfa9e6e4a875493c"
"claude-cookbooks-main/patterns/agents/orchestrator_workers.ipynb","30098","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9e02bf7f5248f59c02c74d2ad25037e9545b0d214442e2016ea65b8c8553fce2"
"claude-cookbooks-main/patterns/agents/prompts/citations_agent.md","2870","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","48ac46ad78b4a50e3660fafe8f9147044ffb20982f7cbc278f36edefa2ce22fb"
"claude-cookbooks-main/patterns/agents/prompts/research_lead_agent.md","23102","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","cc3165be0721fa26b92800027ac035c2db792d3a22f4bdd3577424559067d29e"
"claude-cookbooks-main/patterns/agents/prompts/research_subagent.md","9109","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","34c18034905aa9c0128f340de7c189e1da98b5bfa1c1df0233612ee6af72cf35"
"claude-cookbooks-main/patterns/agents/README.md","764","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","d60b85b07da21117840bf7160ff5967cbce9e165bc943587ee566ced95644198"
"claude-cookbooks-main/patterns/agents/util.py","1442","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","123739b67792cf61d328971286df18a0e05d5e92afb57c2b7d937aa633914415"
"claude-cookbooks-main/pyproject.toml","2123","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","e40dae174db64b4b1c1ed7d4a4f8953409f4c3d77d136d199a0d4236c370c855"
"claude-cookbooks-main/README.md","5822","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","4ffad49fa541a076841699ebdc2501124a73a8fa4fbf3164d678e65bfffc2a7a"
"claude-cookbooks-main/registry.yaml","26796","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","86c6bb73bc7a947d4a2c187e35d70a10716113d1c2297d5560beea529823b29c"
"claude-cookbooks-main/requirements-dev.txt","75","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","20c5e929fe85f840ef8d1888fb90ce2fb7ac20e2fbda812751f39dd520a31326"
"claude-cookbooks-main/scripts/detect-secrets/.secrets.baseline","2396","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","e4b0e292d18adda601264ae7fa2d1d9f0eb3a059b5a4c5148d6a58cd08508c32"
"claude-cookbooks-main/scripts/detect-secrets/plugins.py","792","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","10b469acf116774907c74ab4af71013bd4aa880055fcd017b3edd14f852c7523"
"claude-cookbooks-main/scripts/test_notebooks.py","7090","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","386b088ec6731b32f162e687789de3606e5b486172696ea33c04e60b28fc4b16"
